guest asm,,,,,,,,,,operand encoding (Intel syntax),,,,,,operand types (Intel syntax),,,,,host asm,,,,
name,opcode,vec pfx,prefix,escape,width,dst_w,tuple,mask,misc,E_class,dst_e,src1_e,src2_e,src3_e,src4_e,dst_t,src1_t,src2_t,src3_t,src4_t,asm-> IR function,IR,mult,param,IR->asm
VSCATTERQPD,0xA3,EVEX,PFX_66,ESC_0F38,W1,W_64,Tuple1Scalar,MASK_NONE,,E12,vm64,rG,,,,Ity_V128,Ity_V128,,,,NULL,Iop_INVALID,,,
VSCATTERQPD,0xA3,EVEX,PFX_66,ESC_0F38,W1,W_64,Tuple1Scalar,MASK_NONE,,E12,vm64,rG,,,,Ity_V256,Ity_V256,,,,NULL,Iop_INVALID,,,
VSCATTERQPD,0xA3,EVEX,PFX_66,ESC_0F38,W1,W_64,Tuple1Scalar,MASK_NONE,,E12,vm64,rG,,,,Ity_V512,Ity_V512,,,,NULL,Iop_INVALID,,,
VFMADDSUB213PS,0xA6,EVEX,PFX_66,ESC_0F38,W0,W_32,FullVector,MASK_FULL,,E2,rG,rV,rG,rmE,,Ity_V128,Ity_V128,Ity_V128,Ity_V128,,NULL,Iop_INVALID,,,
VFMADDSUB213PS,0xA6,EVEX,PFX_66,ESC_0F38,W0,W_32,FullVector,MASK_FULL,,E2,rG,rV,rG,rmE,,Ity_V256,Ity_V256,Ity_V256,Ity_V256,,NULL,Iop_INVALID,,,
VFMADDSUB213PS,0xA6,EVEX,PFX_66,ESC_0F38,W0,W_32,FullVector,MASK_FULL,,E2,rG,rV,rG,rmE,,Ity_V512,Ity_V512,Ity_V512,Ity_V512,,NULL,Iop_INVALID,,,
VFMADDSUB213PD,0xA6,EVEX,PFX_66,ESC_0F38,W1,W_64,FullVector,MASK_FULL,,E2,rG,rV,rG,rmE,,Ity_V128,Ity_V128,Ity_V128,Ity_V128,,NULL,Iop_INVALID,,,
VFMADDSUB213PD,0xA6,EVEX,PFX_66,ESC_0F38,W1,W_64,FullVector,MASK_FULL,,E2,rG,rV,rG,rmE,,Ity_V256,Ity_V256,Ity_V256,Ity_V256,,NULL,Iop_INVALID,,,
VFMADDSUB213PD,0xA6,EVEX,PFX_66,ESC_0F38,W1,W_64,FullVector,MASK_FULL,,E2,rG,rV,rG,rmE,,Ity_V512,Ity_V512,Ity_V512,Ity_V512,,NULL,Iop_INVALID,,,
VFMSUBADD213PS,0xA7,EVEX,PFX_66,ESC_0F38,W0,W_32,FullVector,MASK_FULL,,E2,rG,rV,rG,rmE,,Ity_V128,Ity_V128,Ity_V128,Ity_V128,,NULL,Iop_INVALID,,,
VFMSUBADD213PS,0xA7,EVEX,PFX_66,ESC_0F38,W0,W_32,FullVector,MASK_FULL,,E2,rG,rV,rG,rmE,,Ity_V256,Ity_V256,Ity_V256,Ity_V256,,NULL,Iop_INVALID,,,
VFMSUBADD213PS,0xA7,EVEX,PFX_66,ESC_0F38,W0,W_32,FullVector,MASK_FULL,,E2,rG,rV,rG,rmE,,Ity_V512,Ity_V512,Ity_V512,Ity_V512,,NULL,Iop_INVALID,,,
VFMSUBADD213PD,0xA7,EVEX,PFX_66,ESC_0F38,W1,W_64,FullVector,MASK_FULL,,E2,rG,rV,rG,rmE,,Ity_V128,Ity_V128,Ity_V128,Ity_V128,,NULL,Iop_INVALID,,,
VFMSUBADD213PD,0xA7,EVEX,PFX_66,ESC_0F38,W1,W_64,FullVector,MASK_FULL,,E2,rG,rV,rG,rmE,,Ity_V256,Ity_V256,Ity_V256,Ity_V256,,NULL,Iop_INVALID,,,
VFMSUBADD213PD,0xA7,EVEX,PFX_66,ESC_0F38,W1,W_64,FullVector,MASK_FULL,,E2,rG,rV,rG,rmE,,Ity_V512,Ity_V512,Ity_V512,Ity_V512,,NULL,Iop_INVALID,,,
VFMADD213PS,0xA8,EVEX,PFX_66,ESC_0F38,W0,W_32,FullVector,MASK_FULL,,E2,rG,rV,rG,rmE,,Ity_V128,Ity_V128,Ity_V128,Ity_V128,,NULL,Iop_INVALID,,,
VFMADD213PS,0xA8,EVEX,PFX_66,ESC_0F38,W0,W_32,FullVector,MASK_FULL,,E2,rG,rV,rG,rmE,,Ity_V256,Ity_V256,Ity_V256,Ity_V256,,NULL,Iop_INVALID,,,
VFMADD213PS,0xA8,EVEX,PFX_66,ESC_0F38,W0,W_32,FullVector,MASK_FULL,,E2,rG,rV,rG,rmE,,Ity_V512,Ity_V512,Ity_V512,Ity_V512,,NULL,Iop_INVALID,,,
VFMADD213PD,0xA8,EVEX,PFX_66,ESC_0F38,W1,W_64,FullVector,MASK_FULL,,E2,rG,rV,rG,rmE,,Ity_V128,Ity_V128,Ity_V128,Ity_V128,,NULL,Iop_INVALID,,,
VFMADD213PD,0xA8,EVEX,PFX_66,ESC_0F38,W1,W_64,FullVector,MASK_FULL,,E2,rG,rV,rG,rmE,,Ity_V256,Ity_V256,Ity_V256,Ity_V256,,NULL,Iop_INVALID,,,
VFMADD213PD,0xA8,EVEX,PFX_66,ESC_0F38,W1,W_64,FullVector,MASK_FULL,,E2,rG,rV,rG,rmE,,Ity_V512,Ity_V512,Ity_V512,Ity_V512,,NULL,Iop_INVALID,,,
VFMADD213SS,0xA9,EVEX,PFX_66,ESC_0F38,W0,W_32,Tuple1Scalar,MASK_FULL,,E3,rG,rV,rG,rmE,,Ity_V128,Ity_V128,Ity_V128,Ity_V128,,NULL,Iop_INVALID,,,
VFMADD213SD,0xA9,EVEX,PFX_66,ESC_0F38,W1,W_64,Tuple1Scalar,MASK_FULL,,E3,rG,rV,rG,rmE,,Ity_V128,Ity_V128,Ity_V128,Ity_V128,,NULL,Iop_INVALID,,,
VFMSUB213PS,0xAA,EVEX,PFX_66,ESC_0F38,W0,W_32,FullVector,MASK_FULL,,E2,rG,rV,rG,rmE,,Ity_V128,Ity_V128,Ity_V128,Ity_V128,,NULL,Iop_INVALID,,,
VFMSUB213PS,0xAA,EVEX,PFX_66,ESC_0F38,W0,W_32,FullVector,MASK_FULL,,E2,rG,rV,rG,rmE,,Ity_V256,Ity_V256,Ity_V256,Ity_V256,,NULL,Iop_INVALID,,,
VFMSUB213PS,0xAA,EVEX,PFX_66,ESC_0F38,W0,W_32,FullVector,MASK_FULL,,E2,rG,rV,rG,rmE,,Ity_V512,Ity_V512,Ity_V512,Ity_V512,,NULL,Iop_INVALID,,,
VFMSUB213PD,0xAA,EVEX,PFX_66,ESC_0F38,W1,W_64,FullVector,MASK_FULL,,E2,rG,rV,rG,rmE,,Ity_V128,Ity_V128,Ity_V128,Ity_V128,,NULL,Iop_INVALID,,,
VFMSUB213PD,0xAA,EVEX,PFX_66,ESC_0F38,W1,W_64,FullVector,MASK_FULL,,E2,rG,rV,rG,rmE,,Ity_V256,Ity_V256,Ity_V256,Ity_V256,,NULL,Iop_INVALID,,,
VFMSUB213PD,0xAA,EVEX,PFX_66,ESC_0F38,W1,W_64,FullVector,MASK_FULL,,E2,rG,rV,rG,rmE,,Ity_V512,Ity_V512,Ity_V512,Ity_V512,,NULL,Iop_INVALID,,,
VFMSUB213SS,0xAB,EVEX,PFX_66,ESC_0F38,W0,W_32,Tuple1Scalar,MASK_FULL,,E3,rG,rV,rG,rmE,,Ity_V128,Ity_V128,Ity_V128,Ity_V128,,NULL,Iop_INVALID,,,
VFMSUB213SD,0xAB,EVEX,PFX_66,ESC_0F38,W1,W_64,Tuple1Scalar,MASK_FULL,,E3,rG,rV,rG,rmE,,Ity_V128,Ity_V128,Ity_V128,Ity_V128,,NULL,Iop_INVALID,,,
VFNMADD213PS,0xAC,EVEX,PFX_66,ESC_0F38,W0,W_32,FullVector,MASK_FULL,,E2,rG,rV,rG,rmE,,Ity_V128,Ity_V128,Ity_V128,Ity_V128,,NULL,Iop_INVALID,,,
VFNMADD213PS,0xAC,EVEX,PFX_66,ESC_0F38,W0,W_32,FullVector,MASK_FULL,,E2,rG,rV,rG,rmE,,Ity_V256,Ity_V256,Ity_V256,Ity_V256,,NULL,Iop_INVALID,,,
VFNMADD213PS,0xAC,EVEX,PFX_66,ESC_0F38,W0,W_32,FullVector,MASK_FULL,,E2,rG,rV,rG,rmE,,Ity_V512,Ity_V512,Ity_V512,Ity_V512,,NULL,Iop_INVALID,,,
VFNMADD213PD,0xAC,EVEX,PFX_66,ESC_0F38,W1,W_64,FullVector,MASK_FULL,,E2,rG,rV,rG,rmE,,Ity_V128,Ity_V128,Ity_V128,Ity_V128,,NULL,Iop_INVALID,,,
VFNMADD213PD,0xAC,EVEX,PFX_66,ESC_0F38,W1,W_64,FullVector,MASK_FULL,,E2,rG,rV,rG,rmE,,Ity_V256,Ity_V256,Ity_V256,Ity_V256,,NULL,Iop_INVALID,,,
VFNMADD213PD,0xAC,EVEX,PFX_66,ESC_0F38,W1,W_64,FullVector,MASK_FULL,,E2,rG,rV,rG,rmE,,Ity_V512,Ity_V512,Ity_V512,Ity_V512,,NULL,Iop_INVALID,,,
VFNMADD213SS,0xAD,EVEX,PFX_66,ESC_0F38,W0,W_32,Tuple1Scalar,MASK_FULL,,E3,rG,rV,rG,rmE,,Ity_V128,Ity_V128,Ity_V128,Ity_V128,,NULL,Iop_INVALID,,,
VFNMADD213SD,0xAD,EVEX,PFX_66,ESC_0F38,W1,W_64,Tuple1Scalar,MASK_FULL,,E3,rG,rV,rG,rmE,,Ity_V128,Ity_V128,Ity_V128,Ity_V128,,NULL,Iop_INVALID,,,
CLWB,0xAE,NONE,PFX_66,ESC_0F,WIG,,NoTupleType,MASK_NONE,/6,,,,,,,,,,,,NULL,Iop_INVALID,,,
CLFLUSHOPT,0xAE,NONE,PFX_66,ESC_0F,WIG,,NoTupleType,MASK_NONE,/7,,,,,,,,,,,,NULL,Iop_INVALID,,,
VFNMSUB213PS,0xAE,EVEX,PFX_66,ESC_0F38,W0,W_32,FullVector,MASK_FULL,,E2,rG,rV,rG,rmE,,Ity_V128,Ity_V128,Ity_V128,Ity_V128,,NULL,Iop_INVALID,,,
VFNMSUB213PS,0xAE,EVEX,PFX_66,ESC_0F38,W0,W_32,FullVector,MASK_FULL,,E1,rG,rV,rG,rmE,,Ity_V256,Ity_V256,Ity_V256,Ity_V256,,NULL,Iop_INVALID,,,
VFNMSUB213PS,0xAE,EVEX,PFX_66,ESC_0F38,W0,W_32,FullVector,MASK_FULL,,E2,rG,rV,rG,rmE,,Ity_V512,Ity_V512,Ity_V512,Ity_V512,,NULL,Iop_INVALID,,,
VFNMSUB213PD,0xAE,EVEX,PFX_66,ESC_0F38,W1,W_64,FullVector,MASK_FULL,,E2,rG,rV,rG,rmE,,Ity_V128,Ity_V128,Ity_V128,Ity_V128,,NULL,Iop_INVALID,,,
VFNMSUB213PD,0xAE,EVEX,PFX_66,ESC_0F38,W1,W_64,FullVector,MASK_FULL,,E2,rG,rV,rG,rmE,,Ity_V256,Ity_V256,Ity_V256,Ity_V256,,NULL,Iop_INVALID,,,
VFNMSUB213PD,0xAE,EVEX,PFX_66,ESC_0F38,W1,W_64,FullVector,MASK_FULL,,E2,rG,rV,rG,rmE,,Ity_V512,Ity_V512,Ity_V512,Ity_V512,,NULL,Iop_INVALID,,,
VFNMSUB213SS,0xAF,EVEX,PFX_66,ESC_0F38,W0,W_32,Tuple1Scalar,MASK_FULL,,E3,rG,rV,rG,rmE,,Ity_V128,Ity_V128,Ity_V128,Ity_V128,,NULL,Iop_INVALID,,,
VFNMSUB213SD,0xAF,EVEX,PFX_66,ESC_0F38,W1,W_64,Tuple1Scalar,MASK_FULL,,E3,rG,rV,rG,rmE,,Ity_V128,Ity_V128,Ity_V128,Ity_V128,,NULL,Iop_INVALID,,,
VPMADD52LUQ,0xB4,EVEX,PFX_66,ESC_0F38,W1,W_64,FullVector,MASK_FULL,,E4,rG,rV,rmE,,,Ity_V128,Ity_V128,Ity_V128,,,NULL,Iop_PMADD52LUQ ,1,,DEFAULT
VPMADD52LUQ,0xB4,EVEX,PFX_66,ESC_0F38,W1,W_64,FullVector,MASK_FULL,,E4,rG,rV,rmE,,,Ity_V256,Ity_V256,Ity_V256,,,NULL,Iop_PMADD52LUQ ,2,,DEFAULT
VPMADD52LUQ,0xB4,EVEX,PFX_66,ESC_0F38,W1,W_64,FullVector,MASK_FULL,,E4,rG,rV,rmE,,,Ity_V512,Ity_V512,Ity_V512,,,NULL,Iop_PMADD52LUQ ,4,,DEFAULT
VPMADD52HUQ,0xB5,EVEX,PFX_66,ESC_0F38,W1,W_64,FullVector,MASK_FULL,,E4,rG,rV,rmE,,,Ity_V128,Ity_V128,Ity_V128,,,NULL,Iop_PMADD52HUQ ,1,,DEFAULT
VPMADD52HUQ,0xB5,EVEX,PFX_66,ESC_0F38,W1,W_64,FullVector,MASK_FULL,,E4,rG,rV,rmE,,,Ity_V256,Ity_V256,Ity_V256,,,NULL,Iop_PMADD52HUQ ,2,,DEFAULT
VPMADD52HUQ,0xB5,EVEX,PFX_66,ESC_0F38,W1,W_64,FullVector,MASK_FULL,,E4,rG,rV,rmE,,,Ity_V512,Ity_V512,Ity_V512,,,NULL,Iop_PMADD52HUQ ,4,,DEFAULT
VFMADDSUB231PS,0xB6,EVEX,PFX_66,ESC_0F38,W0,W_32,FullVector,MASK_FULL,,E2,rG,rV,rmE,rG,,Ity_V128,Ity_V128,Ity_V128,Ity_V128,,NULL,Iop_INVALID,,,
VFMADDSUB231PS,0xB6,EVEX,PFX_66,ESC_0F38,W0,W_32,FullVector,MASK_FULL,,E2,rG,rV,rmE,rG,,Ity_V256,Ity_V256,Ity_V256,Ity_V256,,NULL,Iop_INVALID,,,
VFMADDSUB231PS,0xB6,EVEX,PFX_66,ESC_0F38,W0,W_32,FullVector,MASK_FULL,,E2,rG,rV,rmE,rG,,Ity_V512,Ity_V512,Ity_V512,Ity_V512,,NULL,Iop_INVALID,,,
VFMADDSUB231PD,0xB6,EVEX,PFX_66,ESC_0F38,W1,W_64,FullVector,MASK_FULL,,E2,rG,rV,rmE,rG,,Ity_V128,Ity_V128,Ity_V128,Ity_V128,,NULL,Iop_INVALID,,,
VFMADDSUB231PD,0xB6,EVEX,PFX_66,ESC_0F38,W1,W_64,FullVector,MASK_FULL,,E2,rG,rV,rmE,rG,,Ity_V256,Ity_V256,Ity_V256,Ity_V256,,NULL,Iop_INVALID,,,
VFMADDSUB231PD,0xB6,EVEX,PFX_66,ESC_0F38,W1,W_64,FullVector,MASK_FULL,,E2,rG,rV,rmE,rG,,Ity_V512,Ity_V512,Ity_V512,Ity_V512,,NULL,Iop_INVALID,,,
VFMSUBADD231PS,0xB7,EVEX,PFX_66,ESC_0F38,W0,W_32,FullVector,MASK_FULL,,E2,rG,rV,rmE,rG,,Ity_V128,Ity_V128,Ity_V128,Ity_V128,,NULL,Iop_INVALID,,,
VFMSUBADD231PS,0xB7,EVEX,PFX_66,ESC_0F38,W0,W_32,FullVector,MASK_FULL,,E2,rG,rV,rmE,rG,,Ity_V256,Ity_V256,Ity_V256,Ity_V256,,NULL,Iop_INVALID,,,
VFMSUBADD231PS,0xB7,EVEX,PFX_66,ESC_0F38,W0,W_32,FullVector,MASK_FULL,,E2,rG,rV,rmE,rG,,Ity_V512,Ity_V512,Ity_V512,Ity_V512,,NULL,Iop_INVALID,,,
VFMSUBADD231PD,0xB7,EVEX,PFX_66,ESC_0F38,W1,W_64,FullVector,MASK_FULL,,E2,rG,rV,rmE,rG,,Ity_V128,Ity_V128,Ity_V128,Ity_V128,,NULL,Iop_INVALID,,,
VFMSUBADD231PD,0xB7,EVEX,PFX_66,ESC_0F38,W1,W_64,FullVector,MASK_FULL,,E2,rG,rV,rmE,rG,,Ity_V256,Ity_V256,Ity_V256,Ity_V256,,NULL,Iop_INVALID,,,
VFMSUBADD231PD,0xB7,EVEX,PFX_66,ESC_0F38,W1,W_64,FullVector,MASK_FULL,,E2,rG,rV,rmE,rG,,Ity_V512,Ity_V512,Ity_V512,Ity_V512,,NULL,Iop_INVALID,,,
VFMADD231PS,0xB8,EVEX,PFX_66,ESC_0F38,W0,W_32,FullVector,MASK_FULL,,E2,rG,rV,rmE,rG,,Ity_V128,Ity_V128,Ity_V128,Ity_V128,,NULL,Iop_INVALID,,,
VFMADD231PS,0xB8,EVEX,PFX_66,ESC_0F38,W0,W_32,FullVector,MASK_FULL,,E2,rG,rV,rmE,rG,,Ity_V256,Ity_V256,Ity_V256,Ity_V256,,NULL,Iop_INVALID,,,
VFMADD231PS,0xB8,EVEX,PFX_66,ESC_0F38,W0,W_32,FullVector,MASK_FULL,,E2,rG,rV,rmE,rG,,Ity_V512,Ity_V512,Ity_V512,Ity_V512,,NULL,Iop_INVALID,,,
VFMADD231PD,0xB8,EVEX,PFX_66,ESC_0F38,W1,W_64,FullVector,MASK_FULL,,E2,rG,rV,rmE,rG,,Ity_V128,Ity_V128,Ity_V128,Ity_V128,,NULL,Iop_INVALID,,,
VFMADD231PD,0xB8,EVEX,PFX_66,ESC_0F38,W1,W_64,FullVector,MASK_FULL,,E2,rG,rV,rmE,rG,,Ity_V256,Ity_V256,Ity_V256,Ity_V256,,NULL,Iop_INVALID,,,
VFMADD231PD,0xB8,EVEX,PFX_66,ESC_0F38,W1,W_64,FullVector,MASK_FULL,,E2,rG,rV,rmE,rG,,Ity_V512,Ity_V512,Ity_V512,Ity_V512,,NULL,Iop_INVALID,,,
VFMADD231SS,0xB9,EVEX,PFX_66,ESC_0F38,W0,W_32,Tuple1Scalar,MASK_FULL,,E3,rG,rV,rmE,rG,,Ity_V128,Ity_V128,Ity_V128,Ity_V128,,NULL,Iop_INVALID,,,
VFMADD231SD,0xB9,EVEX,PFX_66,ESC_0F38,W1,W_64,Tuple1Scalar,MASK_FULL,,E3,rG,rV,rmE,rG,,Ity_V128,Ity_V128,Ity_V128,Ity_V128,,NULL,Iop_INVALID,,,
VFMSUB231PS,0xBA,EVEX,PFX_66,ESC_0F38,W0,W_32,FullVector,MASK_FULL,,E2,rG,rV,rmE,rG,,Ity_V128,Ity_V128,Ity_V128,Ity_V128,,NULL,Iop_INVALID,,,
VFMSUB231PS,0xBA,EVEX,PFX_66,ESC_0F38,W0,W_32,FullVector,MASK_FULL,,E2,rG,rV,rmE,rG,,Ity_V256,Ity_V256,Ity_V256,Ity_V256,,NULL,Iop_INVALID,,,
VFMSUB231PS,0xBA,EVEX,PFX_66,ESC_0F38,W0,W_32,FullVector,MASK_FULL,,E2,rG,rV,rmE,rG,,Ity_V512,Ity_V512,Ity_V512,Ity_V512,,NULL,Iop_INVALID,,,
VFMSUB231PD,0xBA,EVEX,PFX_66,ESC_0F38,W1,W_64,FullVector,MASK_FULL,,E2,rG,rV,rmE,rG,,Ity_V128,Ity_V128,Ity_V128,Ity_V128,,NULL,Iop_INVALID,,,
VFMSUB231PD,0xBA,EVEX,PFX_66,ESC_0F38,W1,W_64,FullVector,MASK_FULL,,E2,rG,rV,rmE,rG,,Ity_V256,Ity_V256,Ity_V256,Ity_V256,,NULL,Iop_INVALID,,,
VFMSUB231PD,0xBA,EVEX,PFX_66,ESC_0F38,W1,W_64,FullVector,MASK_FULL,,E2,rG,rV,rmE,rG,,Ity_V512,Ity_V512,Ity_V512,Ity_V512,,NULL,Iop_INVALID,,,
VFMSUB231SS,0xBB,EVEX,PFX_66,ESC_0F38,W0,W_32,Tuple1Scalar,MASK_FULL,,E3,rG,rV,rmE,rG,,Ity_V128,Ity_V128,Ity_V128,Ity_V128,,NULL,Iop_INVALID,,,
VFMSUB231SD,0xBB,EVEX,PFX_66,ESC_0F38,W1,W_64,Tuple1Scalar,MASK_FULL,,E3,rG,rV,rmE,rG,,Ity_V128,Ity_V128,Ity_V128,Ity_V128,,NULL,Iop_INVALID,,,
VFNMADD231PS,0xBC,EVEX,PFX_66,ESC_0F38,W0,W_32,FullVector,MASK_FULL,,E2,rG,rV,rmE,rG,,Ity_V128,Ity_V128,Ity_V128,Ity_V128,,NULL,Iop_INVALID,,,
VFNMADD231PS,0xBC,EVEX,PFX_66,ESC_0F38,W0,W_32,FullVector,MASK_FULL,,E2,rG,rV,rmE,rG,,Ity_V256,Ity_V256,Ity_V256,Ity_V256,,NULL,Iop_INVALID,,,
VFNMADD231PS,0xBC,EVEX,PFX_66,ESC_0F38,W0,W_32,FullVector,MASK_FULL,,E2,rG,rV,rmE,rG,,Ity_V512,Ity_V512,Ity_V512,Ity_V512,,NULL,Iop_INVALID,,,
VFNMADD231PD,0xBC,EVEX,PFX_66,ESC_0F38,W1,W_64,FullVector,MASK_FULL,,E2,rG,rV,rmE,rG,,Ity_V128,Ity_V128,Ity_V128,Ity_V128,,NULL,Iop_INVALID,,,
VFNMADD231PD,0xBC,EVEX,PFX_66,ESC_0F38,W1,W_64,FullVector,MASK_FULL,,E2,rG,rV,rmE,rG,,Ity_V256,Ity_V256,Ity_V256,Ity_V256,,NULL,Iop_INVALID,,,
VFNMADD231PD,0xBC,EVEX,PFX_66,ESC_0F38,W1,W_64,FullVector,MASK_FULL,,E2,rG,rV,rmE,rG,,Ity_V512,Ity_V512,Ity_V512,Ity_V512,,NULL,Iop_INVALID,,,
VFNMADD231SS,0xBD,EVEX,PFX_66,ESC_0F38,W0,W_32,Tuple1Scalar,MASK_FULL,,E3,rG,rV,rmE,rG,,Ity_V128,Ity_V128,Ity_V128,Ity_V128,,NULL,Iop_INVALID,,,
VFNMADD231SD,0xBD,EVEX,PFX_66,ESC_0F38,W1,W_64,Tuple1Scalar,MASK_FULL,,E3,rG,rV,rmE,rG,,Ity_V128,Ity_V128,Ity_V128,Ity_V128,,NULL,Iop_INVALID,,,
VFNMSUB231PS,0xBE,EVEX,PFX_66,ESC_0F38,W0,W_32,FullVector,MASK_FULL,,E2,rG,rV,rmE,rG,,Ity_V128,Ity_V128,Ity_V128,Ity_V128,,NULL,Iop_INVALID,,,
VFNMSUB231PS,0xBE,EVEX,PFX_66,ESC_0F38,W0,W_32,FullVector,MASK_FULL,,E2,rG,rV,rmE,rG,,Ity_V256,Ity_V256,Ity_V256,Ity_V256,,NULL,Iop_INVALID,,,
VFNMSUB231PS,0xBE,EVEX,PFX_66,ESC_0F38,W0,W_32,FullVector,MASK_FULL,,E2,rG,rV,rmE,rG,,Ity_V512,Ity_V512,Ity_V512,Ity_V512,,NULL,Iop_INVALID,,,
VFNMSUB231PD,0xBE,EVEX,PFX_66,ESC_0F38,W1,W_64,FullVector,MASK_FULL,,E2,rG,rV,rmE,rG,,Ity_V128,Ity_V128,Ity_V128,Ity_V128,,NULL,Iop_INVALID,,,
VFNMSUB231PD,0xBE,EVEX,PFX_66,ESC_0F38,W1,W_64,FullVector,MASK_FULL,,E2,rG,rV,rmE,rG,,Ity_V256,Ity_V256,Ity_V256,Ity_V256,,NULL,Iop_INVALID,,,
VFNMSUB231PD,0xBE,EVEX,PFX_66,ESC_0F38,W1,W_64,FullVector,MASK_FULL,,E2,rG,rV,rmE,rG,,Ity_V512,Ity_V512,Ity_V512,Ity_V512,,NULL,Iop_INVALID,,,
VFNMSUB231SS,0xBF,EVEX,PFX_66,ESC_0F38,W0,W_32,Tuple1Scalar,MASK_FULL,,E3,rG,rV,rmE,rG,,Ity_V128,Ity_V128,Ity_V128,Ity_V128,,NULL,Iop_INVALID,,,
VFNMSUB231SD,0xBF,EVEX,PFX_66,ESC_0F38,W1,W_64,Tuple1Scalar,MASK_FULL,,E3,rG,rV,rmE,rG,,Ity_V128,Ity_V128,Ity_V128,Ity_V128,,NULL,Iop_INVALID,,,
VCMPPS,0xC2,EVEX,PFX_NA,ESC_0F,W0,W_32,FullVector,MASK_ZERO,,E2,kG,kG,rV,rmE,imm8,Ity_I64,Ity_I64,Ity_V128,Ity_V128,Ity_I8,NULL,Iop_Cmp32Fx4,1,,DEFAULT
VCMPPS,0xC2,EVEX,PFX_NA,ESC_0F,W0,W_32,FullVector,MASK_ZERO,,E2,kG,kG,rV,rmE,imm8,Ity_I64,Ity_I64,Ity_V256,Ity_V256,Ity_I8,NULL,Iop_Cmp32Fx8,1,,DEFAULT
VCMPPS,0xC2,EVEX,PFX_NA,ESC_0F,W0,W_32,FullVector,MASK_ZERO,,E2,kG,kG,rV,rmE,imm8,Ity_I64,Ity_I64,Ity_V512,Ity_V512,Ity_I8,NULL,Iop_Cmp32Fx16,1,,DEFAULT
VCMPPD,0xC2,EVEX,PFX_66,ESC_0F,W1,W_64,FullVector,MASK_ZERO,,E2,kG,kG,rV,rmE,imm8,Ity_I64,Ity_I64,Ity_V128,Ity_V128,Ity_I8,NULL,Iop_Cmp64Fx2,1,,DEFAULT
VCMPPD,0xC2,EVEX,PFX_66,ESC_0F,W1,W_64,FullVector,MASK_ZERO,,E2,kG,kG,rV,rmE,imm8,Ity_I64,Ity_I64,Ity_V256,Ity_V256,Ity_I8,NULL,Iop_Cmp64Fx4,1,,DEFAULT
VCMPPD,0xC2,EVEX,PFX_66,ESC_0F,W1,W_64,FullVector,MASK_ZERO,,E2,kG,kG,rV,rmE,imm8,Ity_I64,Ity_I64,Ity_V512,Ity_V512,Ity_I8,NULL,Iop_Cmp64Fx8,1,,DEFAULT
VCMPSS,0xC2,EVEX,PFX_F3,ESC_0F,W0,W_32,Tuple1Scalar,MASK_ZERO,,E3,kG,rV,rmE,imm8,,Ity_I64,Ity_I32,Ity_I32,Ity_I8,,m_vcmpss,Iop_INVALID,,,
VCMPSD,0xC2,EVEX,PFX_F2,ESC_0F,W1,W_64,Tuple1Scalar,MASK_ZERO,,E3,kG,rV,rmE,imm8,,Ity_I64,Ity_I64,Ity_I64,Ity_I8,,m_vcmpsd,Iop_INVALID,,,
VPINSRW,0xC4,EVEX,PFX_66,ESC_0F,WIG,W_16,Tuple1Scalar,MASK_NONE,,E9NF,rG,rV,imE,imm8,,Ity_V128,Ity_V128,Ity_I16,Ity_I8,,math_PINSRW_128,Iop_INVALID,,,
VPCONFLICTD,0xC4,EVEX,PFX_66,ESC_0F38,W0,W_32,FullVector,MASK_FULL,,E4NF,rG,rmE,,,,Ity_V128,Ity_V128,,,,NULL,Iop_CfD32x4,1,,DEFAULT
VPCONFLICTD,0xC4,EVEX,PFX_66,ESC_0F38,W0,W_32,FullVector,MASK_FULL,,E4NF,rG,rmE,,,,Ity_V256,Ity_V256,,,,NULL,Iop_CfD32x8,1,,DEFAULT
VPCONFLICTD,0xC4,EVEX,PFX_66,ESC_0F38,W0,W_32,FullVector,MASK_FULL,,E4NF,rG,rmE,,,,Ity_V512,Ity_V512,,,,NULL,Iop_CfD32x16,1,,DEFAULT
VPCONFLICTQ,0xC4,EVEX,PFX_66,ESC_0F38,W1,W_64,FullVector,MASK_FULL,,E4NF,rG,rmE,,,,Ity_V128,Ity_V128,,,,NULL,Iop_CfD64x2,1,,DEFAULT
VPCONFLICTQ,0xC4,EVEX,PFX_66,ESC_0F38,W1,W_64,FullVector,MASK_FULL,,E4NF,rG,rmE,,,,Ity_V256,Ity_V256,,,,NULL,Iop_CfD64x4,1,,DEFAULT
VPCONFLICTQ,0xC4,EVEX,PFX_66,ESC_0F38,W1,W_64,FullVector,MASK_FULL,,E4NF,rG,rmE,,,,Ity_V512,Ity_V512,,,,NULL,Iop_CfD64x8,1,,DEFAULT
VPEXTRW,0xC5,EVEX,PFX_66,ESC_0F,WIG,W_16,NoTupleType,MASK_NONE,,E9NF,iG,rE,imm8,,,Ity_I16,Ity_V128,Ity_I8,,,NULL,Iop_INVALID,,,
VSHUFPS,0xC6,EVEX,PFX_NA,ESC_0F,W0,W_32,FullVector,MASK_FULL,,E4NF,rG,rmE,rV,imm8,,Ity_V128,Ity_V128,Ity_V128,Ity_I8,,math_SHUFPS_128,Iop_INVALID,,,
